@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute landmarks-1 numeric
@attribute landmarks-2 numeric
@attribute landmarks-3 numeric
@attribute landmarks-4 numeric
@attribute landmarks-5 numeric
@attribute landmarks-6 numeric
@attribute landmarks-7 numeric
@attribute landmarks-8 numeric
@attribute landmarks-9 numeric
@attribute landmarks-10 numeric
@attribute landmarks-11 numeric
@attribute landmarks-12 numeric
@attribute landmarks-13 numeric
@attribute landmarks-14 numeric
@attribute landmarks-15 numeric
@attribute landmarks-16 numeric
@attribute landmarks-17 numeric
@attribute landmarks-18 numeric
@attribute landmarks-19 numeric
@attribute landmarks-20 numeric
@attribute landmarks-21 numeric
@attribute landmarks-22 numeric
@attribute landmarks-23 numeric
@attribute landmarks-24 numeric
@attribute landmarks-25 numeric
@attribute landmarks-26 numeric
@attribute landmarks-27 numeric
@attribute landmarks-28 numeric
@attribute landmarks-29 numeric
@attribute landmarks-30 numeric
@attribute landmarks-31 numeric
@attribute landmarks-32 numeric
@attribute landmarks-33 numeric
@attribute landmarks-34 numeric
@attribute landmarks-35 numeric
@attribute landmarks-36 numeric
@attribute landmarks-37 numeric
@attribute landmarks-38 numeric
@attribute landmarks-39 numeric
@attribute landmarks-40 numeric
@attribute landmarks-41 numeric
@attribute landmarks-42 numeric
@attribute landmarks-43 numeric
@attribute landmarks-44 numeric
@attribute landmarks-45 numeric
@attribute landmarks-46 numeric
@attribute landmarks-47 numeric
@attribute landmarks-48 numeric
@attribute landmarks-49 numeric
@attribute landmarks-50 numeric
@attribute landmarks-51 numeric
@attribute landmarks-52 numeric
@attribute landmarks-53 numeric
@attribute landmarks-54 numeric
@attribute landmarks-55 numeric
@attribute landmarks-56 numeric
@attribute landmarks-57 numeric
@attribute landmarks-58 numeric
@attribute landmarks-59 numeric
@attribute landmarks-60 numeric
@attribute landmarks-61 numeric
@attribute landmarks-62 numeric
@attribute landmarks-63 numeric
@attribute outputs-1 numeric

@data
69,'2021/06/23 12:55:44:881',2,624.740906,403.113281,0.000484,547.679504,379.002716,-3.667377,492.524872,321.84964,-6.346707,481.426056,254.699951,-11.339128,515.17804,207.546646,-14.836722,539.923157,232.147171,13.149893,512.722168,194.679642,-7.721655,517.116882,248.294403,-15.719499,531.947815,280.178162,-10.939634,578.150513,229.431839,9.103123,550.299316,194.825317,-13.054725,553.195557,266.576538,-19.619698,568.953674,292.707703,-14.808827,620.424866,233.913818,1.435711,590.279602,206.190659,-19.099186,588.605652,276.652649,-22.688143,604.025146,302.226379,-17.45775,664.144043,245.820297,-6.467875,632.744568,220.763184,-19.787796,620.69873,269.123077,-19.840908,629.538025,296.493378,-15.083911,0.01
70,'2021/06/23 12:55:44:884',2,624.533936,401.922241,0.000438,548.279236,378.4729,-4.304151,493.104523,322.24408,-7.207254,481.34259,256.249786,-12.284007,512.805298,209.531204,-15.903861,539.25647,232.867523,11.977186,513.179504,195.222916,-8.939357,517.707336,248.555191,-16.59314,532.139709,280.922943,-11.542147,577.812378,230.040436,8.125216,551.264038,195.721848,-14.171001,554.163696,267.044525,-20.608051,569.142517,292.956604,-15.764283,620.148438,234.609497,0.638748,591.495117,207.433151,-19.963711,589.39209,277.230316,-23.563499,603.846313,302.54184,-18.369061,663.789734,246.305222,-7.144083,634.37915,221.991913,-20.748217,621.740845,269.639587,-20.781876,629.340332,296.649445,-15.843827,0.01
71,'2021/06/23 12:55:45:251',2,623.674377,401.180756,0.000289,547.860291,377.234985,-3.97892,493.154785,321.866943,-6.680345,480.96579,256.75882,-11.70382,511.272766,211.393463,-15.641408,539.518433,234.838287,12.842354,514.494263,195.703079,-7.301167,518.027588,247.671738,-15.589147,531.320496,280.177612,-11.435705,577.801636,231.969284,9.074575,552.346375,195.811737,-12.502122,554.173828,266.382477,-19.711863,568.274841,293.275116,-15.591842,619.889038,236.271927,1.76213,592.750793,206.995682,-18.154234,589.609619,276.185394,-22.40564,602.977661,302.70697,-17.766792,663.582092,247.846985,-5.812487,635.543152,221.645599,-18.713219,622.01825,268.371429,-19.079704,628.248901,296.176453,-14.459163,0.01
72,'2021/06/23 12:55:45:255',2,623.642029,401.042053,0.0003,547.551697,377.640594,-4.386366,492.626801,322.517548,-7.157364,479.894714,257.215088,-11.991299,509.438049,211.179413,-15.538019,539.288696,235.324203,11.863049,514.967957,194.95285,-7.960291,518.616455,247.696472,-15.612942,531.653137,280.460815,-11.065252,577.716187,232.422577,8.310386,553.004456,195.400375,-13.135703,554.748535,266.34903,-19.960947,568.349121,293.071472,-15.797957,619.774658,236.824707,1.269836,593.60968,207.009933,-18.575108,590.377625,276.403778,-22.663837,603.227783,302.650604,-18.025299,663.412354,248.205215,-6.065487,636.298096,221.838181,-18.925716,622.922363,268.704529,-19.222614,628.901062,296.173431,-14.592402,0.01
73,'2021/06/23 12:55:48:170',3,623.179932,401.557281,-0.000212,546.666199,375.901154,-2.947301,492.982483,320.904541,-5.155149,479.798401,256.197113,-10.466592,507.481262,212.060913,-15.806308,537.918335,243.804184,17.67276,513.40387,199.841293,-0.397638,513.713318,243.574356,-11.156392,523.154297,276.078857,-10.823715,574.351868,239.086807,13.86399,552.290955,192.773605,-6.199131,551.020752,257.879395,-16.979668,561.363831,292.188782,-15.616389,615.970337,239.979843,6.800704,594.041443,198.870102,-11.511824,589.462708,263.89856,-18.613564,598.383057,298.454865,-16.107166,660.900696,247.755478,-0.295671,638.288269,213.355072,-12.503054,623.683167,255.433319,-14.783689,624.126587,288.099457,-11.615181,0.01
74,'2021/06/23 12:55:48:175',3,622.710205,400.661316,-0.000228,546.810974,375.536835,-3.18675,493.547424,320.690216,-5.608516,478.561371,257.704041,-11.095818,501.653137,213.484756,-16.707277,537.03717,242.430466,16.991367,513.246338,198.511276,-0.921038,511.850281,242.076782,-11.828875,520.252197,276.292572,-12.010792,573.546204,237.728394,13.267726,551.871338,191.573944,-6.719687,549.681763,256.997986,-17.52985,560.214478,292.774719,-16.349661,614.985535,238.617294,6.307534,593.145264,198.850616,-11.889834,587.890564,263.413879,-18.79229,596.706055,298.310242,-16.137878,659.704529,246.184509,-0.70616,637.116821,213.3871,-13.133562,622.16803,254.825256,-15.419719,622.582336,286.856689,-12.140142,0.01
75,'2021/06/23 12:55:48:523',3,621.875977,400.445007,-0.000419,545.090576,374.457153,-2.865741,492.5466,319.663391,-5.029708,477.691345,257.123749,-10.478289,499.727753,213.179047,-16.257595,536.351685,245.543488,18.743874,513.125671,200.240326,1.740786,510.893738,240.158997,-9.780581,517.830322,273.19696,-11.131697,572.31543,240.486832,15.035323,551.853149,190.907059,-4.336716,548.60321,254.129272,-16.361975,557.647339,291.655121,-16.134882,613.301147,240.507416,8.196432,592.292114,196.565353,-9.508566,586.38855,260.095856,-17.491526,594.047241,297.711609,-15.501169,657.868347,246.828949,1.394598,636.11792,211.595428,-10.997889,621.085571,252.184143,-14.030922,620.49939,285.765778,-11.193775,0.01
76,'2021/06/23 12:55:48:528',3,621.595093,400.035858,-0.000454,544.970032,373.624695,-2.532573,492.938934,318.244324,-4.516468,478.091034,256.086731,-9.922078,499.123505,212.660797,-15.87185,537.395447,245.081879,19.241241,513.937073,199.844193,2.484023,510.858185,239.591415,-9.113896,517.488159,272.623352,-10.742174,573.094971,240.416718,15.375842,552.96936,190.16246,-3.728864,548.701477,252.947357,-15.954975,557.224548,290.953461,-15.986248,614.07373,240.638748,8.413149,593.047241,196.199005,-9.12503,586.381958,259.411652,-17.235134,593.511475,297.463562,-15.344483,658.534729,247.204285,1.538977,636.880371,211.870438,-10.977051,621.56897,252.31134,-14.068858,620.622803,286.134583,-11.237068,0.01
77,'2021/06/23 12:55:48:955',3,623.454712,400.089569,-0.00047,546.681396,374.791107,-3.110435,494.29776,319.28949,-5.568626,478.81665,256.737305,-11.249625,498.126465,211.780716,-17.293627,537.07196,245.118164,17.821802,513.942993,200.263153,0.667114,511.31897,239.519577,-11.011095,517.944458,272.147736,-12.771589,573.072632,240.160233,14.065293,552.510071,191.054199,-5.573533,549.07074,253.811539,-17.607803,557.795288,291.123657,-17.634796,614.121948,240.16156,7.182663,592.800354,197.149094,-10.750799,586.785461,260.277008,-18.652966,594.22345,297.57074,-16.75057,658.875488,246.481384,0.329048,636.856262,211.89003,-12.36434,621.749451,252.27005,-15.498097,621.03479,285.441467,-12.834522,0.01
78,'2021/06/23 12:55:48:958',3,623.609436,400.628418,-0.000255,547.589905,375.731476,-3.385267,493.577667,320.903412,-5.852824,477.46225,257.381348,-11.381736,499.916199,212.866837,-17.096174,537.089233,242.914597,17.021387,512.517029,198.793137,-0.79601,511.325806,241.764633,-11.680269,520.033386,275.602692,-11.924429,573.621155,238.049744,13.330471,551.583984,191.427551,-6.769431,549.885254,256.535858,-17.494576,560.596802,292.113129,-16.310118,615.028625,238.805756,6.38638,593.210571,198.737686,-11.780785,588.482117,262.938782,-18.604902,597.338806,297.634064,-15.964549,659.719849,246.085709,-0.651172,637.528015,213.424042,-13.041264,622.938843,254.399353,-15.258714,623.241028,286.006256,-11.889438,0.01
79,'2021/06/23 12:55:49:281',3,622.328003,399.853363,-0.000162,546.457092,378.659363,-3.895971,489.566376,324.620392,-6.05476,474.872284,256.675201,-10.040179,507.358154,212.355164,-12.978862,538.304016,242.386673,12.66473,512.765503,197.556808,-5.321115,519.238281,247.717865,-13.856938,533.796631,277.32486,-11.047422,577.248779,237.573517,10.023467,552.923584,194.907227,-9.634364,558.198425,265.126984,-17.480448,572.654236,292.768677,-14.364523,619.637329,238.687363,4.349323,596.001465,202.239624,-13.555063,596.008972,270.636047,-18.201954,608.877686,297.236877,-14.053596,664.140869,246.705795,-1.557292,639.213867,216.158966,-13.050946,628.318848,262.565369,-13.751832,634.177979,290.563843,-9.34973,0.01
80,'2021/06/23 12:55:49:285',3,620.927612,399.491455,-0.000088,545.87439,378.819305,-3.83003,488.763885,323.973907,-5.879696,475.953796,255.107697,-9.510046,512.535034,213.172623,-11.328448,540.433838,241.009201,11.894117,515.766174,196.417877,-6.784503,522.157593,249.499466,-14.137033,536.152954,277.837616,-9.675913,579.824402,236.667221,9.19165,554.867004,195.468811,-10.769002,560.509399,266.326416,-17.111652,575.447327,290.065216,-12.7141,622.429504,238.971298,3.418938,597.133789,204.011871,-14.970641,597.503906,272.432922,-18.497599,611.424561,295.133911,-13.45918,666.509399,248.098557,-2.575927,639.892578,218.597702,-14.029184,629.409607,265.357391,-13.746991,636.872803,290.974762,-8.565866,0.01
81,'2021/06/23 12:55:49:714',3,622.292847,400.807831,-0.000143,546.514893,379.287567,-3.787105,490.286743,324.141235,-6.041005,480.223969,254.760666,-10.069538,518.733459,212.106232,-12.689473,539.499084,241.03923,11.951845,514.796631,196.226105,-7.069852,521.075378,248.006088,-14.860244,535.862976,275.966736,-10.605772,578.821045,236.913986,9.201076,554.652649,195.456863,-10.595902,560.244812,266.140503,-17.07073,575.582764,291.089325,-12.50136,621.570435,239.21666,3.291748,596.715576,203.576447,-15.171718,597.372253,273.093384,-18.726465,611.864563,297.348969,-13.426319,665.766968,248.385162,-2.797972,639.302124,218.536087,-14.59479,629.189209,266.388489,-14.373431,637.163818,292.973663,-9.109701,0.01
82,'2021/06/23 12:55:49:716',3,621.553284,400.208801,-0.000132,546.199341,378.920654,-3.635917,490.180756,323.255371,-5.556467,479.559937,254.00322,-9.123658,516.330322,211.172302,-11.238657,541.071655,240.420166,11.893244,516.3479,195.39328,-6.84986,522.271912,248.485535,-14.319576,536.972778,276.598938,-9.948147,580.461609,236.74556,9.263015,555.954285,195.430618,-10.305386,561.115784,267.048157,-16.808903,576.81311,291.69397,-12.435204,623.223206,239.318283,3.568401,598.439636,203.788834,-14.687722,598.639099,273.718262,-18.308693,613.331848,297.48645,-13.052831,667.529907,248.634903,-2.270211,641.102112,218.765747,-14.03521,630.596741,266.796906,-13.945428,638.829102,292.905884,-8.767723,0.01
83,'2021/06/23 12:55:50:100',3,621.816956,400.578156,-0.000182,546.372253,380.038849,-4.379673,489.514954,325.456909,-6.732228,477.222626,256.577545,-10.590969,513.445435,212.717529,-12.913132,539.214966,242.061234,11.342854,514.662903,196.043839,-6.840563,520.848694,247.78215,-14.259519,535.263123,277.296875,-10.168051,578.713928,237.898178,8.900961,555.069946,195.316605,-10.500623,560.121338,266.062714,-17.195446,574.515869,292.237396,-13.289343,621.288452,240.020004,3.38614,597.741455,204.068756,-14.573328,597.677002,272.976501,-18.464527,610.881042,298.156158,-13.777034,665.401611,248.724762,-2.397786,640.414368,218.666626,-13.818158,629.637146,265.695923,-14.044627,636.075012,292.865814,-9.351976,0.03
84,'2021/06/23 12:55:50:107',3,622.170288,401.800079,-0.000216,545.030579,380.271423,-4.088542,487.789917,325.022522,-6.083318,474.43988,254.692551,-9.868296,510.372345,207.72998,-12.491721,538.663696,241.245255,13.553194,513.006409,195.998138,-4.517512,519.250061,247.129288,-13.051316,534.106567,276.907898,-10.019588,577.939636,237.150421,11.003881,553.075806,194.362015,-8.526274,558.252686,265.692444,-16.766014,573.221069,293.899445,-13.766444,620.376221,238.880005,5.374598,595.826416,202.220276,-12.566033,595.971741,272.028503,-17.554289,609.366638,299.187347,-13.439179,664.553528,247.046982,-0.486597,638.424255,216.87117,-12.18121,627.66156,264.631134,-13.211672,634.037476,292.969971,-8.961829,0.03
85,'2021/06/23 12:55:50:574',3,620.414551,405.413513,-0.000585,541.753906,376.037048,-1.284235,490.821899,311.667877,-0.300823,474.005157,250.470932,-2.919697,483.84671,211.260757,-6.87994,535.880188,236.23674,23.208101,512.639709,186.954666,8.539316,512.524841,221.21106,-2.931183,518.927673,250.090179,-4.253428,571.585571,229.985153,19.012442,552.195435,174.031296,2.77001,547.697754,225.635559,-11.081347,553.955261,260.212311,-12.688835,613.229614,229.909286,11.689112,592.44342,173.858856,-3.482095,582.256042,224.725983,-14.298636,587.025879,261.619385,-14.714841,660.247253,238.984619,4.453208,638.884583,193.087891,-8.843321,620.756409,222.787842,-14.776407,618.648987,254.750961,-13.939011,0.06
86,'2021/06/23 12:55:50:579',3,617.102661,402.523224,-0.002858,542.839539,372.270355,0.652182,497.703339,313.024109,2.642084,478.014954,260.957977,1.652317,474.169556,222.249924,-0.014032,546.467529,241.929276,26.348751,529.708374,191.714859,17.796122,517.629333,195.157608,3.952732,509.103424,212.692291,-3.317065,580.162598,232.919647,21.895102,567.756653,170.671051,11.099577,551.182617,190.713882,-6.95691,542.449829,224.803268,-15.926913,617.752014,232.543945,14.879749,605.246765,169.269089,4.304778,583.519226,192.263565,-10.136967,573.769043,230.182419,-16.182854,658.992188,242.878723,7.951413,644.242676,191.552383,-1.581479,621.007263,199.493286,-10.649446,605.692444,228.309174,-15.385787,0.06
87,'2021/06/23 12:55:51:092',3,617.577148,401.418579,-0.001315,542.764709,370.935974,0.840527,497.343933,312.776581,3.061941,476.756592,260.978424,2.337905,472.67804,220.905777,1.115211,546.24115,243.055237,27.092012,529.833313,193.057632,19.673256,517.89917,194.432632,6.695344,509.273743,210.207794,-0.341915,579.872314,234.024475,22.597692,567.601257,171.498459,12.5963,551.159973,189.197693,-5.025079,542.274719,221.66391,-14.014,617.192383,233.269547,15.589575,605.352112,169.576614,5.583418,583.987122,190.495987,-8.758235,573.97113,227.148849,-14.940917,658.164063,242.777237,8.636463,644.395508,190.759964,-0.580897,621.554199,197.140442,-9.73498,605.969177,225.066818,-14.636713,0.08
88,'2021/06/23 12:55:51:094',3,610.263977,400.755219,-0.000879,541.961548,371.984497,1.511799,496.166077,317.940918,3.796875,469.660065,269.583649,3.413333,459.902191,230.429504,2.731188,542.550903,240.003998,25.333103,530.514343,191.840256,18.801525,514.854553,182.231049,4.903612,500.198486,193.058273,-4.167243,577.323608,229.345932,20.329023,567.545654,169.017639,11.349233,549.855042,176.592697,-7.634579,536.994995,206.667892,-18.953455,614.85614,228.421661,13.224703,608.782288,167.934647,5.201117,587.565002,177.388733,-9.675773,573.009277,209.184921,-17.504557,655.476196,239.219528,6.044508,647.304382,189.890869,-1.390636,626.947205,187.18074,-10.590101,608.261108,207.822006,-16.533485,0.08
89,'2021/06/23 12:55:51:527',3,610.880005,400.991333,-0.000803,542.168518,372.753967,1.412921,495.989685,319.254456,3.383215,469.512909,271.2276,2.71634,460.380524,231.047684,1.86734,541.566895,240.750214,25.348644,529.393005,193.933701,19.395157,514.222168,182.183075,5.903953,499.336914,190.950974,-3.234456,576.779236,229.684067,20.317551,567.816345,170.773743,12.121847,550.446472,175.314133,-6.406364,536.746582,203.349838,-17.820202,614.458496,228.73645,13.185513,609.225891,169.388077,5.774979,588.359375,175.917496,-8.808155,572.980713,205.669113,-16.771807,655.234253,239.611282,5.920035,647.082825,191.625305,-1.22152,627.142212,187.204376,-10.331038,608.07843,206.080505,-16.443787,0.1
90,'2021/06/23 12:55:51:530',3,612.34845,394.141693,-0.00106,539.543457,367.811371,1.11864,494.165009,316.064209,3.876393,466.031494,269.781586,3.953933,451.531281,230.293991,3.169092,547.751953,236.316849,25.142962,537.4823,185.411652,18.956406,520.258789,167.78096,4.508466,503.981323,173.024673,-4.557343,585.43158,225.19075,20.117575,581.371033,162.249237,13.343803,558.455933,154.203705,-5.779166,539.622314,175.14978,-18.022675,623.129272,224.639252,12.924713,624.846375,162.889816,6.981647,598.995728,156.989334,-9.064092,577.660217,179.652359,-18.923931,662.00116,234.635788,5.446854,657.635132,185.414886,0.010795,635.721375,172.159897,-9.691424,612.082214,183.871384,-17.103895,0.1
91,'2021/06/23 12:55:52:227',3,622.624695,390.080078,-0.00066,545.065979,369.413849,-0.875817,494.628296,320.445313,1.517878,463.218445,270.348297,1.492661,446.607452,223.053772,0.937612,549.29071,238.135269,25.189684,534.231812,189.240463,26.738718,517.668213,160.474625,21.473902,499.64682,149.377487,16.86483,590.911438,226.142059,21.364975,581.664551,167.17688,23.286161,559.411438,142.371964,13.744802,537.018311,142.125885,6.402039,629.496887,225.026413,14.977633,626.620117,166.0952,14.328505,603.070557,145.656433,4.483838,579.352844,148.382599,-2.42023,668.216125,232.050171,7.8336,663.976807,180.894547,5.711751,644.820435,158.033051,0.013934,620.622009,153.684784,-4.613955,0.19
92,'2021/06/23 12:55:52:231',3,629.869751,385.096405,-0.000822,548.295166,368.671661,-2.004619,497.93985,322.007172,0.486747,468.217072,272.854523,0.845282,448.513794,224.910004,0.528206,550.015869,240.299911,24.317944,531.981445,192.226608,28.141268,515.929077,161.142838,26.34399,499.59494,143.941696,24.284334,592.5896,226.522415,21.870396,579.587402,172.725296,27.726639,558.2854,142.350037,22.811028,536.356201,131.095901,18.323975,631.66571,223.004227,16.662802,624.415161,169.706116,19.215446,602.690063,143.422958,12.84396,580.2099,135.228745,7.827727,670.85968,226.376663,10.451342,664.862,179.064987,10.403761,648.543884,152.900909,6.777826,627.858337,139.918167,3.657344,0.19
93,'2021/06/23 12:55:52:856',3,628.899719,382.167969,-0.000796,550.586304,370.498199,-3.995709,499.107117,322.960876,-3.10943,468.628235,273.707123,-3.97739,450.214417,227.530899,-5.485813,550.116272,235.177078,19.336287,532.089844,184.01622,21.884073,516.003723,151.829056,19.792536,500.621033,132.96846,17.525469,593.746155,221.574493,17.47916,581.028687,165.854202,22.002481,559.903992,132.682755,17.605364,538.723267,118.125206,13.428133,633.786194,219.951401,12.870048,627.18866,165.646942,14.55843,606.031494,135.88295,8.724642,583.87384,123.881111,3.935005,673.881897,226.775101,7.095399,669.647949,178.628311,6.461802,654.243408,150.565094,2.888038,634.03949,134.619797,-0.226457,0.28
94,'2021/06/23 12:55:52:861',3,630.119751,387.917877,-0.000658,555.250061,376.921844,-4.347753,500.462616,326.162079,-3.97846,467.828033,271.387207,-4.868373,448.649872,227.73851,-5.930808,549.22168,235.001434,16.201752,531.739075,176.438324,19.339493,519.737488,143.764938,19.454224,508.826416,122.541557,18.638159,594.125427,220.657562,14.985002,579.296814,155.586716,19.149487,563.506531,121.505798,16.616621,547.914307,104.704277,13.954547,636.467773,219.453415,11.366945,627.945984,156.50531,12.598048,611.47229,126.603683,8.652843,593.241943,111.971138,5.47277,680.022095,229.690704,6.680436,675.436096,176.986389,5.451757,663.861084,149.872482,2.735041,648.389038,132.294128,0.690765,0.28
95,'2021/06/23 12:55:53:437',3,633.181091,384.980652,-0.00061,554.989685,374.997375,-5.484075,499.159241,324.272247,-5.36376,467.348846,270.178558,-6.645536,446.604584,226.965866,-8.512112,552.223816,233.652115,15.696865,533.987854,177.031723,19.315781,522.155212,140.302307,19.744696,510.831207,112.257271,19.034153,599.456482,219.688828,14.780261,585.576172,158.936508,20.54389,570.463074,117.031471,18.937893,554.616882,89.296913,16.772102,642.952515,218.699081,11.268772,635.842468,160.07782,14.59445,621.399109,120.154495,12.206139,603.704102,93.254852,9.636378,686.969116,228.456284,6.328305,685.058472,179.24588,6.794294,677.493958,145.309631,5.22988,665.290283,116.826889,3.913136,0.33
96,'2021/06/23 12:55:53:441',3,633.414246,396.094055,-0.000892,557.582397,376.093384,-7.10817,500.697662,321.647461,-8.046092,466.369843,263.869904,-9.855033,441.900177,218.642212,-11.945339,546.811279,232.801605,10.801592,531.124084,171.481583,13.591304,520.662354,132.661606,13.373698,511.130859,102.67617,12.181522,594.862183,219.59584,10.768654,580.607544,154.339325,15.560873,566.664612,111.81263,13.855258,552.851135,82.808434,11.653053,639.812134,218.889175,8.326634,631.638367,156.039871,10.581195,618.640625,117.107079,8.248594,603.867615,90.267731,5.946842,684.547058,228.792206,4.407946,684.097534,175.717804,4.391681,678.419128,141.417847,2.908923,669.413513,112.062622,1.732904,0.33
97,'2021/06/23 12:55:53:994',3,634.810486,393.055908,-0.000707,556.621033,377.971497,-6.944777,500.16745,322.562195,-8.511834,466.948853,264.567749,-10.947514,440.716034,217.834091,-13.729333,549.399658,227.290588,8.067371,533.569519,163.214828,9.745252,523.600952,118.630257,9.420529,514.021545,82.377113,8.277552,599.134338,213.321716,7.361757,586.525696,144.521576,10.787535,574.07428,94.574173,8.978844,561.358032,58.718857,6.973565,644.945923,213.211929,4.384101,639.671387,147.10968,5.753532,629.107727,99.280876,3.676021,616.045959,63.982151,1.751825,691.018616,225.054428,-0.014851,693.701111,170.44545,-0.909555,691.869751,130.890091,-2.617184,686.500977,94.74691,-3.782183,0.65
98,'2021/06/23 12:55:54:005',3,640.31366,397.000275,-0.000855,561.108704,374.257813,-4.553513,502.078735,319.822845,-5.308373,464.903168,262.135742,-7.083992,434.669708,216.86879,-9.074756,547.710999,220.992432,8.517193,531.661499,155.071686,10.084247,521.503662,109.368622,9.598419,512.148499,71.4384,8.202524,596.211975,205.143585,7.094462,582.204651,132.056305,9.925519,569.683411,79.809097,8.099747,558.284729,41.685661,6.082539,642.579834,204.592361,3.782843,636.104065,133.899185,4.387465,626.17804,84.106392,2.433415,615.17041,47.276157,0.761267,689.904907,217.46286,-0.635155,693.19928,159.434372,-1.910473,692.768433,118.393425,-3.416746,690.089294,81.320526,-4.359479,0.65
99,'2021/06/23 12:55:54:507',3,640.497559,396.975098,-0.000817,560.837219,373.956879,-4.605451,501.972565,319.476654,-5.442225,464.774719,262.171509,-7.300989,434.2948,216.896194,-9.379088,548.534119,220.283844,8.339315,532.117188,154.269577,9.784348,521.585876,108.417862,9.241269,511.805206,70.3936,7.810762,597.1026,204.588196,6.83359,583.47937,131.063126,9.5623,571.115295,78.492935,7.701068,559.65387,40.216869,5.646697,643.378357,204.218216,3.425359,637.482544,133.392334,3.927071,627.887329,83.28701,1.888453,616.944153,46.221085,0.139056,690.550537,217.197021,-1.090613,694.231384,159.450378,-2.47813,694.15741,118.497589,-4.071641,691.731201,81.439438,-5.097311,1
100,'2021/06/23 12:55:54:512',3,638.29657,399.073975,-0.000662,557.183777,375.960236,-4.69203,498.60788,321.477753,-5.979028,460.214752,268.06958,-8.416642,429.79892,225.03746,-11.140989,549.275818,217.081482,6.919431,530.603088,150.73732,7.808997,517.837463,104.793816,7.070983,506.236603,67.38179,5.389811,597.709412,201.813141,4.80729,586.753296,125.779045,6.709786,575.530884,72.242859,4.770808,564.640442,34.149841,2.873991,643.394531,202.819305,0.734945,642.072754,130.153229,0.633254,635.039307,77.344643,-1.237484,625.86145,38.794464,-2.728409,689.894775,218.093704,-4.503941,699.330933,160.273987,-6.518379,703.461121,117.308762,-8.287759,704.662231,78.269241,-9.354795,1
101,'2021/06/23 12:55:54:883',3,637.560974,402.074799,-0.000957,560.374939,376.268188,-5.349133,502.639038,321.605957,-7.236979,463.774811,264.103241,-9.760699,432.057617,220.002884,-12.414366,549.789124,221.638016,2.545715,532.204895,148.995636,2.599226,521.687012,101.738251,1.329272,512.225098,62.623501,-0.593092,596.737366,206.108429,1.216092,580.359314,124.518181,2.13711,567.975281,69.411804,-0.138458,557.274658,27.920147,-2.40958,641.52533,206.575455,-1.584155,633.839661,130.168289,-2.317623,626.184814,77.790245,-4.669073,617.686279,38.148891,-6.681705,686.07074,220.772415,-5.414851,692.894043,160.491943,-7.257883,696.308594,119.382942,-8.997876,697.043091,81.381546,-10.218825,1
102,'2021/06/23 12:55:54:886',3,636.858032,401.153473,-0.000988,560.437683,375.593445,-5.563578,502.586975,321.067841,-7.550006,463.526611,263.429413,-10.098474,431.562988,219.540421,-12.764096,549.317139,220.910706,2.328822,531.982361,148.319229,2.356491,521.680054,101.066368,1.08831,512.535583,61.901031,-0.801809,596.415588,205.497284,1.18899,580.140564,124.280914,2.15559,567.850281,69.348969,-0.073307,557.329895,28.00123,-2.318312,641.26593,206.12233,-1.428066,633.583374,129.992142,-2.128224,626.011841,78.076958,-4.469248,617.685059,38.881989,-6.46324,685.847595,220.435486,-5.080395,692.348022,160.256638,-6.908575,695.571472,119.355064,-8.648591,696.270447,81.677864,-9.860693,1
103,'2021/06/23 12:55:55:227',3,636.420227,401.74408,-0.000969,560.370544,376.212219,-5.484374,502.726624,321.292114,-7.455607,463.696777,263.65448,-10.042393,431.420044,219.897781,-12.765347,549.370239,220.851563,2.410333,531.999329,148.617477,2.420258,521.566589,101.41552,1.104057,512.159973,62.089127,-0.862956,596.358643,205.425537,1.153398,580.166077,124.444794,2.041177,567.780823,69.492683,-0.242928,557.07666,28.05999,-2.520838,641.205261,206.198013,-1.587492,633.62561,130.195847,-2.318654,625.952332,78.030365,-4.649463,617.447693,38.539116,-6.652869,685.990967,220.900101,-5.371408,692.735718,160.951019,-7.214845,696.053467,119.915581,-8.956526,696.749817,81.958733,-10.182364,1
104,'2021/06/23 12:55:55:229',3,636.345154,401.149872,-0.000983,560.965759,375.96698,-5.341877,503.149139,320.845734,-7.295726,463.909424,263.224182,-9.8926,431.541992,220.266495,-12.640965,549.199463,219.496353,2.411593,531.894531,147.504776,2.402923,521.666443,100.635368,1.077679,512.668823,61.533306,-0.886481,596.285583,204.174103,1.100171,580.070801,123.501106,1.936935,567.945679,68.963715,-0.351293,557.720581,27.964083,-2.619101,641.294312,205.394241,-1.67877,633.70282,129.789642,-2.495047,626.321777,78.212914,-4.862455,618.301819,39.204483,-6.863954,686.335815,220.94632,-5.472388,693.093384,161.577133,-7.403863,696.511169,120.942177,-9.198819,697.422791,83.271935,-10.445434,1
