@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute landmarks-1 numeric
@attribute landmarks-2 numeric
@attribute landmarks-3 numeric
@attribute landmarks-4 numeric
@attribute landmarks-5 numeric
@attribute landmarks-6 numeric
@attribute landmarks-7 numeric
@attribute landmarks-8 numeric
@attribute landmarks-9 numeric
@attribute landmarks-10 numeric
@attribute landmarks-11 numeric
@attribute landmarks-12 numeric
@attribute landmarks-13 numeric
@attribute landmarks-14 numeric
@attribute landmarks-15 numeric
@attribute landmarks-16 numeric
@attribute landmarks-17 numeric
@attribute landmarks-18 numeric
@attribute landmarks-19 numeric
@attribute landmarks-20 numeric
@attribute landmarks-21 numeric
@attribute landmarks-22 numeric
@attribute landmarks-23 numeric
@attribute landmarks-24 numeric
@attribute landmarks-25 numeric
@attribute landmarks-26 numeric
@attribute landmarks-27 numeric
@attribute landmarks-28 numeric
@attribute landmarks-29 numeric
@attribute landmarks-30 numeric
@attribute landmarks-31 numeric
@attribute landmarks-32 numeric
@attribute landmarks-33 numeric
@attribute landmarks-34 numeric
@attribute landmarks-35 numeric
@attribute landmarks-36 numeric
@attribute landmarks-37 numeric
@attribute landmarks-38 numeric
@attribute landmarks-39 numeric
@attribute landmarks-40 numeric
@attribute landmarks-41 numeric
@attribute landmarks-42 numeric
@attribute landmarks-43 numeric
@attribute landmarks-44 numeric
@attribute landmarks-45 numeric
@attribute landmarks-46 numeric
@attribute landmarks-47 numeric
@attribute landmarks-48 numeric
@attribute landmarks-49 numeric
@attribute landmarks-50 numeric
@attribute landmarks-51 numeric
@attribute landmarks-52 numeric
@attribute landmarks-53 numeric
@attribute landmarks-54 numeric
@attribute landmarks-55 numeric
@attribute landmarks-56 numeric
@attribute landmarks-57 numeric
@attribute landmarks-58 numeric
@attribute landmarks-59 numeric
@attribute landmarks-60 numeric
@attribute landmarks-61 numeric
@attribute landmarks-62 numeric
@attribute landmarks-63 numeric
@attribute outputs-1 numeric

@data
207,'2021/06/23 12:56:46:933',7,639.49408,514.619995,-0.000901,563.360046,479.882568,-3.430828,510.520325,419.955872,-4.00704,478.426758,360.963379,-6.00882,468.642303,312.62381,-7.959964,546.960632,324.960724,13.571541,532.000244,268.946625,11.543506,516.199463,244.502014,4.417183,501.01059,238.140152,-1.611285,586.194214,311.788361,10.391463,575.422424,244.866776,7.354004,555.561523,230.411453,-2.716489,540.298645,241.247711,-10.068465,625.404968,313.049103,5.114267,622.63855,246.362595,0.889658,600.621094,234.50354,-8.770209,581.452209,246.553528,-15.281673,668.890076,327.421448,-1.027209,662.869141,271.433777,-5.960807,641.85675,254.338638,-12.331931,619.385681,258.56076,-17.325317,0.5
208,'2021/06/23 12:56:46:936',7,639.749329,513.946655,-0.000893,563.544861,478.858612,-3.581735,511.017212,418.785309,-4.185327,479.31427,359.488525,-6.179398,469.030182,311.61322,-8.130677,547.853027,325.168976,13.625603,532.96106,269.663086,11.781681,517.788208,244.913177,4.890737,503.139496,237.318024,-1.033341,587.019958,312.174622,10.658418,575.892395,246.20459,7.851905,557.044861,231.127396,-1.925801,542.452026,240.106201,-9.120458,626.207397,313.273773,5.589287,623.051636,247.846024,1.600964,602.195129,235.259781,-7.755383,583.713257,245.379425,-14.11736,669.578247,327.363953,-0.370243,663.450623,272.166931,-5.154485,643.252808,254.793213,-11.358051,621.651672,257.666779,-16.22818,0.5
209,'2021/06/23 12:56:47:244',7,645.100708,512.659363,-0.001038,566.7052,478.399353,-3.731277,513.967529,420.204926,-4.255971,481.334015,362.007324,-6.128762,467.680267,314.249268,-7.985907,550.67572,329.248322,13.399878,538.276733,274.044525,11.779938,526.030701,247.117981,5.2162,513.65448,236.673996,-0.449863,590.278687,316.514557,10.747677,580.805176,251.829117,8.218641,565.080627,234.421768,-1.284666,552.600525,239.853745,-8.224682,629.610168,316.470764,6.036676,627.357117,252.389679,2.593579,609.216614,237.046616,-6.165033,592.434692,243.288513,-12.230406,672.401917,328.481232,0.3711,666.500183,273.46524,-3.669309,648.055237,253.973633,-9.283916,628.016296,253.552841,-13.778452,0.5
210,'2021/06/23 12:56:47:248',7,649.906738,510.781708,-0.001153,569.756226,478.311432,-5.568411,516.124573,422.173706,-6.82506,483.982666,363.649536,-8.998169,469.830475,314.490356,-11.008482,549.002991,331.140808,11.894047,537.847107,276.51236,10.511504,528.993225,248.989426,4.609239,520.579102,236.015945,-0.576349,589.91571,317.900574,10.43613,579.958496,255.539474,8.015217,568.714233,237.790344,-1.09303,560.685608,240.157669,-7.737345,630.548279,316.449341,6.877007,626.900085,254.357147,3.5698,612.918457,238.164719,-4.996832,600.272949,241.044281,-10.918001,674.111328,326.390167,2.241457,667.431458,272.144043,-2.010329,651.398682,252.182007,-7.670803,635.036865,249.747757,-12.033853,0.5
211,'2021/06/23 12:56:47:585',7,654.319275,509.361969,-0.001102,572.286926,477.579834,-7.012261,518.126465,422.367004,-8.976957,486.879333,363.170044,-11.464147,473.233459,313.606659,-13.73309,551.935364,333.819122,9.470749,538.816467,279.449066,8.015014,530.987854,253.512161,3.029458,524.474182,241.108398,-1.307298,594.459412,319.938568,9.158286,582.887878,259.829834,7.556783,573.173157,241.340897,0.145113,566.424988,239.906281,-5.648334,636.537903,317.83606,6.755294,630.780579,258.557281,4.076097,619.098022,240.799835,-3.205268,608.417419,239.172073,-8.541801,680.435059,326.932465,3.179062,672.801514,274.692444,-0.763121,658.712524,254.043152,-5.752385,644.8349,248.168839,-9.692017,0.5
212,'2021/06/23 12:56:47:587',7,654.161011,502.688019,-0.000613,580.590271,474.012604,-7.011751,527.291199,419.055206,-8.842067,496.894836,362.895966,-11.603719,489.23114,313.769379,-13.938522,561.747803,330.961182,12.669069,548.620728,280.426086,10.181759,539.878113,262.708435,2.679887,532.685181,262.246094,-3.410162,602.910278,318.156708,11.704829,594.894287,258.293945,9.02261,584.483215,245.833221,-1.392967,575.159546,254.515198,-9.020637,644.199036,316.848114,8.189331,642.515503,258.488861,5.1365,629.849243,244.446854,-4.020722,617.148621,250.932037,-10.344349,689.005127,327.066223,3.334041,686.751587,278.767365,-1.077451,674.398132,259.768738,-7.369584,659.885681,258.126129,-12.365913,0.5
213,'2021/06/23 12:56:47:940',7,654.241394,502.526917,-0.00062,581.449951,474.169495,-7.114022,527.985718,419.255096,-9.013609,497.339447,363.374298,-11.859778,489.638794,314.368805,-14.267295,561.590454,330.731415,12.279894,548.594849,280.0495,9.628812,540.024353,263.037506,2.042474,532.937744,263.549286,-4.023238,602.812378,317.821045,11.23749,594.752869,257.551941,8.240621,584.378357,245.579285,-2.363322,575.06665,254.959579,-10.050632,644.194946,316.511536,7.65219,642.506897,257.630859,4.379681,629.784851,243.790497,-4.92621,617.052734,250.710266,-11.309634,689.100342,326.664246,2.724917,686.980774,278.980743,-1.684831,674.713257,260.383636,-7.894869,660.146057,258.740021,-12.813748,0.5
214,'2021/06/23 12:56:47:946',7,652.12677,501.742279,-0.000603,579.993347,472.754791,-6.888865,528.799011,417.165375,-8.771193,499.597961,360.317078,-11.550234,490.040863,309.925232,-13.964906,562.651917,328.658234,12.322306,549.737427,279.507355,9.40366,541.365723,261.755951,1.546395,533.918091,260.619507,-4.816502,603.238403,315.406219,11.27249,595.201843,256.671661,8.349251,584.522949,244.18541,-2.106634,574.540039,252.059647,-9.843442,643.823669,314.061066,7.694159,641.808289,256.723572,4.279674,628.83197,243.152115,-5.017635,615.52478,249.040466,-11.452766,688.168579,324.743927,2.825353,685.000793,276.335175,-2.245369,671.97229,257.346252,-9.012882,657.00946,255.555588,-14.337304,0.5
215,'2021/06/23 12:56:48:310',7,652.001282,501.942688,-0.000584,579.24939,472.889618,-6.763752,528.111633,417.502441,-8.662324,498.664581,360.730682,-11.46468,488.981079,309.547729,-13.944086,563.484436,327.79953,12.401148,550.792419,278.944305,9.063148,542.244873,261.250214,0.543055,534.26947,260.96637,-6.233112,604.121094,314.509583,11.22462,596.946472,255.738907,8.016914,585.912292,243.546844,-3.011133,575.346069,252.672348,-11.167727,644.626038,313.255493,7.525586,643.86084,255.865051,3.915885,630.647583,242.530914,-5.835688,616.763184,249.616592,-12.594414,688.901917,324.222687,2.551466,686.096985,275.458954,-2.727777,672.772888,256.367157,-9.832449,657.175354,255.573364,-15.478834,0.5
216,'2021/06/23 12:56:48:314',7,652.088501,501.952911,-0.000578,579.420044,472.955078,-6.922402,528.113953,417.574432,-8.940928,498.533539,360.887878,-11.853479,488.762848,309.697479,-14.437718,563.307739,327.83844,12.123762,550.714722,279.131195,8.682843,542.258118,261.332703,0.087471,534.402893,260.833466,-6.758393,603.97998,314.698853,10.953123,596.874695,256.064545,7.604744,585.965576,243.608871,-3.53484,575.539063,252.458496,-11.761751,644.586121,313.532166,7.253291,643.833984,256.264832,3.539508,630.691833,242.601959,-6.294829,616.913757,249.413971,-13.104313,689.011597,324.572235,2.26441,686.300476,275.92276,-3.096133,673.081177,256.574402,-10.26364,657.615112,255.506134,-15.95785,0.5
217,'2021/06/23 12:56:52:225',8,636.83606,514.746521,0.000203,566.875183,492.610901,-5.490758,508.933929,432.499908,-8.948495,493.124634,360.17804,-12.840578,520.17865,312.468475,-13.78826,556.581787,344.426331,6.702145,524.113953,315.388733,-10.553753,535.317261,371.575775,-9.920746,555.789063,393.310974,0.262609,597.313232,341.511902,3.190414,560.099915,323.194885,-17.351814,572.39624,393.648865,-16.528254,593.720947,405.264587,-8.726253,639.135315,345.862854,-3.747097,600.3703,335.386261,-22.453915,607.906982,400.164703,-20.248302,629.155029,407.696564,-13.29092,681.074463,355.220032,-11.406778,641.119629,348.257721,-23.381487,637.906067,395.23468,-20.222015,656.069458,405.88443,-14.443531,0
218,'2021/06/23 12:56:52:247',8,633.748535,514.021851,0.000186,564.432495,490.500092,-4.623721,508.027283,429.197876,-7.186556,490.187592,356.912201,-10.501048,511.846466,307.736267,-11.553653,557.820496,341.792084,8.229574,524.606018,313.885101,-8.239952,534.417358,370.222137,-7.654152,554.72583,391.557587,1.996623,597.874756,339.8237,4.443687,559.580261,322.96524,-15.473394,570.929993,393.700867,-15.419113,593.444275,404.909973,-8.604791,639.06604,344.952576,-2.648552,599.451904,336.144226,-20.787029,606.689819,400.833679,-19.126173,628.958496,407.602905,-12.765466,680.450623,355.149139,-10.377193,639.185303,349.50943,-22.156153,635.52124,396.370239,-19.499462,654.571899,405.886261,-14.263204,0
219,'2021/06/23 12:56:52:647',8,632.12616,512.458496,0.000151,562.970337,488.075104,-5.189013,507.866943,426.917847,-7.636119,489.875702,355.349335,-10.646382,508.452423,305.38385,-11.431678,555.93396,341.438141,7.099453,525.517883,312.434479,-9.694014,534.761414,370.317108,-8.616338,553.919617,392.889923,1.833888,595.716187,339.571594,3.635059,561.082092,322.520874,-16.32247,571.237671,393.195251,-15.956389,592.200439,404.615326,-8.951657,637.202637,344.617645,-3.189614,600.983154,335.07962,-21.49404,606.815735,399.556458,-19.730682,627.696228,406.941742,-13.339675,678.968567,354.422241,-10.675306,640.127625,348.220459,-22.835596,635.2901,394.9953,-19.997391,653.127014,405.242737,-14.540642,0
220,'2021/06/23 12:56:52:649',8,630.553589,510.494385,0.000092,561.800232,486.224213,-5.595801,507.483246,425.494202,-8.154119,488.181213,356.186737,-11.3252,502.766571,308.130096,-12.741904,554.513855,341.447052,5.530476,526.560669,309.60022,-11.196445,534.437439,367.21698,-9.761611,551.868347,391.532379,1.013207,594.629456,339.719971,2.076732,562.638794,320.17569,-17.907948,571.01532,390.54776,-17.80591,590.624512,402.715576,-10.912613,636.533081,345.057281,-4.640319,603.330261,333.414734,-22.922125,606.826965,397.190796,-21.573462,625.671448,405.446899,-15.300346,679.065247,355.66803,-12.007349,642.726685,347.932648,-24.619642,635.870178,393.899292,-22.107227,651.752441,404.731934,-16.416197,0
221,'2021/06/23 12:56:52:989',8,628.399231,510.338867,0.000057,559.812012,484.678772,-5.239855,505.546539,422.69928,-7.611499,487.962738,352.303406,-10.655115,505.071259,302.900452,-11.922954,552.170898,337.759949,6.239895,524.590332,308.063385,-10.702684,532.580872,367.158203,-8.897579,550.523987,391.137573,2.645551,592.218018,336.260925,2.581763,560.332886,320.090393,-17.068174,569.626831,390.701843,-16.571997,590.018188,401.464722,-9.272733,634.368286,341.946503,-4.405174,600.47168,333.485138,-22.408545,605.15033,397.563354,-20.806511,625.267212,404.393005,-14.331175,676.979736,352.635376,-12.049753,639.210449,347.983704,-24.735941,633.455322,394.854248,-21.918755,651.325195,404.5625,-16.00799,0
222,'2021/06/23 12:56:52:998',8,627.335083,510.676697,0.000233,558.311523,483.640472,-4.218097,503.601349,420.888611,-6.417608,486.8638,349.785614,-9.670365,507.237885,301.359009,-11.111547,551.659302,336.371307,7.766072,520.958496,308.450684,-10.353829,529.883057,369.369476,-9.105649,549.290039,392.204681,2.745802,591.236267,334.603485,3.59212,556.844299,319.839935,-16.77334,567.99762,391.58371,-15.87016,589.920532,401.202026,-7.692724,633.280945,339.783478,-3.984968,596.241943,331.876526,-22.576149,602.915039,397.458862,-20.366158,625.156982,403.474762,-13.234243,675.71344,349.84201,-12.133474,634.904236,345.48642,-24.831638,630.441467,393.751465,-21.385731,650.523987,403.103668,-14.975849,0
223,'2021/06/23 12:56:53:417',8,625.028381,508.411316,0.000312,557.003601,482.461456,-6.157805,502.604309,420.793243,-9.708466,486.561768,351.170044,-13.880537,504.443237,301.325867,-15.905004,545.209839,335.697876,5.375978,518.382202,306.299744,-13.785278,526.298645,366.39563,-12.551808,543.394653,391.34906,-0.166743,585.4646,333.63443,1.755016,555.625366,317.418335,-19.521278,565.01123,388.874603,-18.106144,584.420105,398.995544,-9.235716,628.567932,338.755432,-5.557915,595.77594,329.794983,-24.913734,600.08429,395.387299,-22.274115,619.672302,402.494537,-14.613909,672.439087,349.052216,-13.621695,634.643738,343.445404,-26.523453,628.453125,391.136993,-22.855896,646.197754,401.101501,-16.141657,0
224,'2021/06/23 12:56:53:421',8,629.389343,505.691193,0.00008,561.240112,478.530792,-4.771005,505.89679,417.804626,-7.633579,488.882965,349.761108,-11.558392,506.498291,301.707153,-13.674349,545.562378,334.379578,6.889966,519.483215,305.718292,-11.944345,528.377502,364.718475,-10.896909,545.760437,388.796753,1.537997,585.379883,331.698242,2.732315,555.152344,317.479218,-17.850363,566.956482,387.550171,-16.698439,587.266052,396.609772,-7.531206,628.136047,336.112671,-4.940017,594.56781,329.158508,-23.70623,601.610413,393.584625,-21.404663,622.310669,399.575897,-13.615315,671.691895,345.434601,-13.205645,633.201965,341.491211,-26.158829,628.842163,389.023071,-22.593025,647.833252,398.94278,-15.472874,0
225,'2021/06/23 12:56:53:745',8,625.195496,505.861084,0.000183,556.963257,477.865417,-5.344297,502.351685,417.69281,-8.618367,487.097107,349.082642,-12.833642,510.589722,301.409851,-14.811261,542.365234,337.428284,7.900728,517.314514,301.835876,-11.964182,525.039185,361.03418,-13.22745,541.699646,387.443695,-2.115838,581.242249,335.098724,4.303157,554.50824,310.635468,-16.688589,563.744751,382.221558,-16.581244,582.878235,394.251343,-7.490052,623.700012,339.422272,-2.973904,594.941406,322.191833,-22.266567,599.21283,388.985565,-20.748318,617.900452,398.965973,-12.613176,667.625061,348.858215,-10.831697,633.426819,335.807861,-23.444777,627.27356,384.100586,-20.643181,644.111877,398.049988,-13.595976,0
226,'2021/06/23 12:56:53:747',8,626.089478,505.100159,0.000186,557.792664,476.058594,-4.821617,503.675568,416.407837,-7.685405,488.41156,349.454437,-11.62462,509.773987,302.96817,-13.464712,542.136108,336.631592,8.147108,517.543396,300.480804,-11.149281,525.38031,358.915619,-12.154615,541.795288,386.045013,-1.202,580.992004,334.647827,4.260026,554.226807,309.643402,-16.612013,563.675415,380.661926,-16.715328,582.899597,393.348053,-7.913188,623.302551,339.251282,-3.211428,594.273926,322.121948,-22.432892,598.888,388.205475,-21.006063,617.624268,398.542114,-12.984361,667.185364,349.250763,-11.190977,632.922546,336.201111,-23.798571,626.684082,383.818146,-21.076084,643.201538,397.938629,-14.088051,0
227,'2021/06/23 12:56:54:117',8,626.023376,504.78833,0.00009,557.706543,475.464874,-4.891153,504.150421,415.410065,-7.786336,489.092865,348.808167,-11.679122,508.846497,302.322296,-13.71071,542.578735,336.637115,7.201563,518.907043,300.809326,-11.898781,526.761719,359.425476,-12.785698,542.614075,386.201019,-1.859379,581.523193,334.612518,3.454465,556.021851,310.360657,-17.080452,565.225098,381.019135,-17.207788,583.423767,393.465576,-8.616515,623.761902,339.027863,-3.773639,595.923279,322.112701,-22.755127,600.189575,387.906403,-21.394709,618.183716,398.146729,-13.554913,667.562744,348.55838,-11.487104,634.130249,335.588135,-24.234787,627.772705,383.135254,-21.449219,643.96637,397.148682,-14.415621,0
228,'2021/06/23 12:56:54:126',8,625.195007,504.61145,0.000089,557.994324,473.808929,-4.535814,505.180206,412.848724,-7.343615,490.448792,347.314789,-11.440925,508.004211,301.890717,-13.838019,543.121643,331.887604,8.119558,518.946533,299.901764,-11.073735,527.22052,358.337708,-10.859116,543.7005,384.909729,1.283678,582.856995,330.009308,3.946415,555.669067,311.363251,-16.53145,566.091797,380.894165,-15.957386,585.304749,391.339935,-6.773469,625.538391,335.344421,-3.813066,594.751587,324.41922,-22.40704,600.113892,388.185333,-20.368412,619.42334,395.865967,-12.378043,669.08783,346.275696,-12.104761,632.706177,338.379852,-24.743168,626.846558,384.611511,-21.369503,644.464478,396.059662,-14.090505,0
229,'2021/06/23 12:56:54:425',8,627.001343,504.419281,0.00005,559.374268,474.407654,-4.242916,505.711639,414.463196,-6.846268,489.330353,348.773468,-10.761487,506.662842,302.791504,-12.886075,543.359985,334.521973,8.716511,518.638794,300.891876,-10.199719,527.050842,358.168121,-10.667792,543.792175,384.588806,0.614397,582.598389,332.33902,4.518104,554.752075,311.366821,-15.776908,565.458008,380.400116,-15.757933,585.025574,391.438324,-7.090057,624.869202,337.142914,-3.218482,593.952148,324.048645,-21.633034,599.837341,387.572998,-20.0275,619.301514,395.805939,-12.301212,668.266541,347.554993,-11.463135,632.298584,337.744965,-23.885532,626.858459,383.587738,-20.903664,644.330505,395.675079,-13.905233,0
230,'2021/06/23 12:56:54:432',8,627.053772,502.940552,-0.000228,560.470093,472.313538,-2.806596,508.956116,411.570343,-4.243852,490.609985,346.011536,-7.538164,500.533386,299.605499,-10.277115,546.535583,338.946442,10.875668,525.061096,303.194977,-6.778361,532.618286,359.293671,-8.571149,547.467224,384.765106,1.127608,584.76886,336.221313,6.495171,558.964111,313.59726,-12.549843,568.37738,382.448242,-14.50689,587.172424,393.134491,-7.525083,626.441528,339.9263,-1.08658,598.560791,324.444672,-17.916559,602.819031,387.221985,-18.043859,620.884827,395.21286,-11.650137,670.525696,349.541168,-9.041399,636.677673,337.506622,-20.795607,630.038635,382.702087,-18.906654,646.592896,394.966064,-12.417365,0
231,'2021/06/23 12:56:54:763',8,628.229309,502.733124,-0.000201,560.851074,472.622345,-3.187284,508.819061,411.685852,-4.812089,490.779175,345.948547,-8.065127,501.862122,299.677612,-10.627525,546.93042,337.903381,9.891222,525.049194,302.260437,-7.654697,532.560913,359.014648,-9.038994,547.591919,384.771881,0.921316,585.400696,335.37326,5.644458,559.478149,313.291168,-13.386852,568.695129,382.490479,-15.07264,587.473389,393.466614,-8.040064,627.186523,339.367126,-1.786971,599.205688,324.362396,-18.719131,603.243286,387.422363,-18.684008,621.326538,395.616882,-12.263109,671.200195,349.183167,-9.618658,637.152893,337.603333,-21.493523,630.467651,383.022461,-19.589783,647.096924,395.267822,-13.222952,0
232,'2021/06/23 12:56:54:766',8,629.165405,502.350708,-0.000229,560.95929,473.147491,-4.210082,507.813019,411.779633,-6.45066,491.676361,345.170898,-9.861451,506.819244,299.617554,-11.97626,548.838257,334.877167,7.72176,527.010254,301.716095,-10.147378,534.899109,359.664978,-9.889299,550.225708,384.53009,1.541929,588.632324,332.93515,3.708447,562.18512,314.244202,-16.01597,571.895935,383.38382,-16.440466,590.323792,393.259491,-8.555067,631.020874,337.719666,-3.551732,601.743652,326.367676,-21.319706,606.301147,389.168915,-20.282045,624.568115,395.956543,-13.353212,674.764587,347.833954,-11.295845,639.630859,339.711487,-23.603113,633.755615,385.232239,-20.857933,650.774048,395.99231,-14.198299,0
233,'2021/06/23 12:56:55:092',8,629.423889,501.566193,-0.000262,561.512756,472.837738,-4.327269,508.490112,411.567871,-6.564251,492.349731,345.611694,-9.937037,506.295715,300.6297,-12.038327,548.551208,334.724976,7.57505,527.212952,301.917084,-10.252381,535.625488,359.52536,-9.8485,551.007507,383.960205,1.686376,588.454956,332.616852,3.607615,562.713013,314.32309,-16.199522,572.550293,383.330017,-16.486361,590.804382,392.715363,-8.447867,630.91449,337.282867,-3.615902,602.589172,326.443909,-21.435787,607.087158,389.059296,-20.28023,625.122375,395.387604,-13.1997,674.912598,347.364899,-11.336733,640.539917,339.692505,-23.770954,634.606628,385.127991,-20.984264,651.531433,395.489655,-14.165285,0
234,'2021/06/23 12:56:55:100',8,628.708679,501.840424,-0.000182,561.713318,475.671783,-5.676133,507.890411,415.163513,-8.646083,491.039825,348.695923,-12.451199,506.14325,303.623413,-14.687541,548.422852,334.485016,5.837306,526.881165,302.5513,-12.195438,535.190735,360.305389,-11.388172,550.266174,385.562317,0.380624,588.727539,332.050903,2.375847,563.61322,314.257599,-17.929472,572.570618,384.312927,-17.464144,589.499084,395.044556,-8.794475,631.288879,336.812897,-4.454408,603.981934,326.623322,-22.926374,607.319946,390.376434,-21.197168,623.845398,397.659668,-13.556214,675.049377,346.864471,-11.906858,642.429138,340.033752,-24.931488,635.795166,386.049561,-21.750126,650.970947,396.513275,-14.39704,0
235,'2021/06/23 12:56:55:491',8,628.680054,503.29715,-0.000185,561.708862,475.359314,-4.579492,508.317078,414.112,-6.907215,491.253571,347.140076,-10.325525,506.4823,302.035095,-12.270497,548.737122,335.476471,7.817888,525.672729,302.285431,-10.280732,534.787964,360.310822,-10.688446,551.304871,385.101898,0.16119,588.310913,333.214966,4.027569,561.656982,313.640381,-16.040907,571.937195,383.689331,-16.556225,590.521179,394.025421,-8.561505,630.407532,337.730682,-3.07804,601.609802,325.578552,-21.184795,606.493958,389.570862,-20.076057,624.649475,396.720245,-12.820725,673.928528,347.678284,-10.716747,639.565247,339.110413,-23.245018,633.977539,385.232666,-20.498863,651.01947,395.815613,-13.528221,0
236,'2021/06/23 12:56:55:496',8,627.312439,502.407471,-0.000125,560.906555,475.625458,-5.197668,507.163483,415.331116,-7.985074,490.135254,349.290802,-11.731474,505.95752,305.412415,-13.765569,548.301453,334.398254,6.71673,525.613586,302.683167,-11.355156,534.307251,360.827789,-10.713891,549.928162,386.109192,1.00894,588.35144,332.037689,3.010742,562.017029,314.129944,-17.392538,571.777039,384.075348,-16.940353,589.413025,394.205933,-8.214789,630.781189,336.897766,-4.069466,602.056274,326.762085,-22.493998,606.334839,390.307648,-20.615335,623.713989,397.022278,-12.915764,674.349243,347.325043,-11.762106,640.278687,340.610413,-24.430899,634.229736,386.526306,-21.085342,650.313293,396.670929,-13.709142,0
237,'2021/06/23 12:56:56:978',9,629.006042,500.082336,-0.000322,560.323975,467.98407,-3.434659,508.998169,408.047882,-5.002671,491.315491,344.853729,-8.286088,501.392273,301.531219,-10.558156,547.509094,334.602173,10.868919,527.823242,297.510529,-6.767699,535.836548,353.329224,-8.695976,550.286072,380.668671,1.128399,587.149353,332.6492,6.6251,563.008423,308.707245,-12.944448,571.766785,377.244354,-15.475581,589.218567,389.803802,-8.554159,628.852722,337.553009,-0.836168,603.436096,321.466614,-18.009655,606.366028,382.256165,-18.728323,622.106628,391.54184,-12.499934,672.657654,348.600006,-8.715075,642.361755,334.893036,-20.489916,634.644287,376.654236,-19.094173,648.334839,389.484528,-12.807043,0
238,'2021/06/23 12:56:56:983',9,629.542908,501.074432,-0.000378,561.5578,469.399475,-3.601654,509.480682,409.030212,-5.395442,491.00885,344.36618,-8.912329,500.947174,298.530518,-11.374198,547.59967,334.810974,10.501894,527.377502,298.602844,-7.163789,535.040344,353.556671,-8.635116,549.789246,380.357086,1.382617,587.446045,332.68573,6.219024,562.217834,310.11795,-13.395871,571.312256,378.230408,-15.408175,589.363953,390.483246,-8.35095,629.336304,337.588623,-1.338295,602.486206,323.514374,-18.582996,606.225769,383.977905,-18.84408,622.864502,392.562012,-12.581737,673.09613,348.551392,-9.354987,641.647766,336.604279,-21.053396,634.505554,378.297211,-19.374363,648.776794,390.628326,-13.169313,0
239,'2021/06/23 12:56:57:443',9,629.088684,501.897949,-0.000278,560.339539,469.714783,-3.154683,508.733154,409.299042,-4.402174,490.423737,345.022156,-7.499006,500.217499,300.104401,-9.535044,548.198669,335.996429,11.984074,527.584229,299.294464,-5.884936,535.484924,354.956604,-7.861227,550.295349,381.25412,2.002554,587.749268,334.230408,7.660967,562.632813,309.938721,-12.153342,571.914734,378.550323,-14.789975,590.196045,390.796173,-7.811299,629.487366,338.974243,0.0761,602.755249,322.452545,-17.389606,606.449097,383.660187,-18.084536,623.257813,392.730743,-11.742154,673.220886,349.558136,-7.885356,641.715088,335.644714,-19.805092,634.256653,377.797913,-18.263054,648.549133,390.614014,-11.846815,0
240,'2021/06/23 12:56:57:445',9,629.547913,500.678955,-0.000389,561.444824,468.993866,-3.195686,509.773193,409.090637,-4.453639,490.278931,345.634857,-7.653963,498.051453,301.275177,-9.930271,547.521545,335.081848,11.940029,527.878418,297.862274,-5.747027,535.657959,353.260162,-7.969167,550.085083,380.178955,1.648001,587.089233,332.980774,7.560611,563.151672,308.364197,-12.312483,572.056335,377.415253,-15.23049,589.903992,390.081696,-8.362762,628.752869,337.675476,-0.049814,603.790649,321.201569,-17.49893,606.992859,382.562286,-18.447994,622.999451,391.956543,-12.131968,672.723572,348.440033,-8.058372,643.137085,334.38797,-20.06012,635.454041,376.362305,-18.806622,649.048096,389.299286,-12.37107,0
241,'2021/06/23 12:56:57:833',9,630.391541,501.281006,-0.000341,561.642273,469.56012,-3.145384,509.48526,409.175873,-4.447259,490.573914,345.247711,-7.551351,498.987305,300.393829,-9.668387,547.689392,335.546051,11.46476,527.597473,299.626617,-6.1521,535.819336,354.985748,-7.879236,550.717102,381.153625,1.948629,587.324219,333.351166,7.095838,562.739929,310.414886,-12.578863,572.544067,378.519135,-14.779387,591.031799,390.327881,-7.763637,629.273132,337.902374,-0.529163,602.972717,322.962341,-17.948278,607.368774,383.75589,-18.179991,624.590637,392.364502,-11.753457,673.316101,348.524811,-8.548471,642.17981,335.651123,-20.402225,635.268372,377.566528,-18.509632,649.910767,390.100433,-12.027323,0
242,'2021/06/23 12:56:57:843',9,629.989197,500.925232,-0.000195,561.962769,469.304626,-2.93169,509.572937,409.168182,-4.294683,491.409912,345.688141,-7.356558,501.414917,301.519501,-9.348025,549.306396,334.918396,10.655437,527.825684,301.011444,-6.964334,535.157227,357.15332,-8.052167,550.029724,383.296295,2.185758,588.895874,332.797272,6.043403,562.182007,312.352264,-13.550571,571.566956,379.890717,-15.419539,590.623108,390.856567,-8.572012,630.756287,337.685455,-1.780446,601.985535,324.918488,-19.107309,606.333374,384.905945,-18.960936,624.477661,392.592712,-12.676525,674.25946,348.898499,-10.007982,640.860535,337.71109,-21.753588,633.771118,379.403717,-19.517769,649.159424,391.43924,-13.179518,0
